//===================================================================================
// MUTEAM Development
// ----------------------------------------------------------------------------------
// Description:
// EffectIndex 0 = StaticEffect | 1 = DynamicEffect | 2 = Skill Effect
// ----------------------------------------------------------------------------------
//===================================================================================
//------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//	ItemType	ItemIndex	MinLevel	MaxLevel	MinExcOption	MaxExcOption	Red		Green	Blue	EffectIndex 	EffectCode	EffectType	EffectScale
//------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
7	0	12	14	1	63	255	200	0	1	32388	0	-1
7	1	12	14	1	63	255	0	0	1	32388	0	-1
7	2	12	14	1	63	255	200	0	1	32388	0	-1
7	3	12	14	1	63	0	0	200	1	32388	0	-1
7	4	12	14	1	63	255	255	255	1	32388	0	-1
7	5	12	14	1	63	255	200	0	1	32388	0	-1
7	6	12	14	1	63	0	160	0	1	32388	0	-1
7	7	12	14	1	63	255	200	0	1	32388	0	-1
7	8	12	14	1	63	255	200	0	1	32388	0	-1
7	9	12	14	1	63	0	200	255	1	32388	0	-1
7	10	12	14	1	63	255	200	0	1	32388	0	-1
7	11	12	14	1	63	255	200	0	1	32388	0	-1
7	12	12	14	1	63	0	200	255	1	32388	0	-1
7	13	12	14	1	63	0	255	200	1	32388	0	-1
7	14	12	14	1	63	255	255	255	1	32388	0	-1
7	15	12	14	1	63	255	255	255	1	32388	0	-1
7	16	12	14	1	63	0	0	0	1	32388	0	-1
7	17	12	14	1	63	0	150	255	1	32388	0	-1
7	18	12	14	1	63	255	255	255	1	32388	0	-1
7	19	12	14	1	63	255	0	255	1	32388	0	-1
7	20	12	14	1	63	190	0	255	1	32388	0	-1
7	21	12	14	1	63	255	0	0	1	32388	0	-1
7	22	12	14	1	63	255	200	0	1	32388	0	-1
7	23	12	14	1	63	255	0	200	1	32388	0	-1
7	24	12	14	1	63	255	0	0	1	32388	0	-1
7	25	12	14	1	63	0	255	255	1	32388	0	-1
7	26	12	14	1	63	0	255	255	1	32388	0	-1
7	27	12	14	1	63	200	255	255	1	32388	0	-1
7	28	12	14	1	63	0	0	200	1	32388	0	-1
7	29	12	14	1	63	150	0	0	1	32388	0	-1
7	30	12	14	1	63	0	255	255	1	32388	0	-1
7	31	12	14	1	63	0	255	0	1	32388	0	-1
7	32	12	14	1	63	0	255	255	1	32388	0	-1
7	33	12	14	1	63	255	255	0	1	32388	0	-1
7	34	12	14	1	63	255	200	50	1	32388	0	-1
7	35	12	14	1	63	255	200	50	1	32388	0	-1
7	36	12	14	1	63	0	255	0	1	32388	0	-1
7	37	12	14	1	63	200	0	0	1	32388	0	-1
7	38	12	14	1	63	0	200	0	1	32388	0	-1
7	39	12	14	1	63	0	255	0	1	32388	0	-1
7	40	12	14	1	63	255	0	255	1	32388	0	-1
7	41	12	14	1	63	255	0	200	1	32388	0	-1
7	42	12	14	1	63	255	0	255	1	32388	0	-1
7	43	12	14	1	63	255	0	255	1	32388	0	-1
7	44	12	14	1	63	255	255	255	1	32388	0	-1
7	45	12	14	1	63	0	240	255	1	32388	0	-1
7	46	12	14	1	63	255	255	0	1	32388	0	-1
7	47	12	14	1	63	200	0	255	1	32388	0	-1
7	48	12	14	1	63	200	0	0	1	32388	0	-1
7	49	12	14	1	63	200	0	255	1	32388	0	-1
7	50	12	14	1	63	0	200	0	1	32388	0	-1
7	51	12	14	1	63	200	0	0	1	32388	0	-1
7	52	12	14	1	63	0	200	255	1	32388	0	-1
7	53	12	14	1	63	255	255	255	1	32388	0	-1
7	54	12	14	1	63	255	255	255	1	32388	0	-1
7	55	12	14	1	63	255	255	255	1	32388	0	-1
7	56	12	14	1	63	255	255	255	1	32388	0	-1
7	57	12	14	1	63	255	255	255	1	32388	0	-1
7	58	12	14	1	63	255	255	255	1	32388	0	-1
7	59	12	14	1	63	180	0	0	1	32388	0	-1
7	60	12	14	1	63	180	0	0	1	32388	0	-1
7	61	12	14	1	63	0	200	0	1	32388	0	-1
7	62	12	14	1	63	255	255	255	1	32388	0	-1
7	63	12	14	1	63	255	255	255	1	32388	0	-1
7	64	12	14	1	63	255	255	255	1	32388	0	-1
7	65	12	14	1	63	255	255	255	1	32388	0	-1
7	66	12	14	1	63	255	255	255	1	32388	0	-1
7	67	12	14	1	63	255	255	255	1	32388	0	-1
7	68	12	14	1	63	255	255	255	1	32388	0	-1
7	69	12	14	1	63	255	255	255	1	32388	0	-1
7	70	12	14	1	63	255	255	255	1	32388	0	-1
7	71	12	14	1	63	255	255	255	1	32388	0	-1
7	72	12	14	1	63	255	255	255	1	32388	0	-1
7	73	12	14	1	63	0	255	0	1	32388	0	-1
7	74	12	14	1	63	255	255	255	1	32388	0	-1
7	75	12	14	1	63	255	255	255	1	32388	0	-1
7	76	12	14	1	63	255	255	255	1	32388	0	-1
7	77	12	14	1	63	255	255	255	1	32388	0	-1
7	78	12	14	1	63	255	255	255	1	32388	0	-1
7	79	12	14	1	63	255	255	255	1	32388	0	-1
7	80	12	14	1	63	255	255	255	1	32388	0	-1
7	81	12	14	1	63	255	255	255	1	32388	0	-1
7	82	12	14	1	63	255	255	255	1	32388	0	-1
7	83	12	14	1	63	255	255	255	1	32388	0	-1
7	84	12	14	1	63	255	255	255	1	32388	0	-1
7	85	12	14	1	63	255	255	255	1	32388	0	-1
7	86	12	14	1	63	255	255	255	1	32388	0	-1
7	87	12	14	1	63	255	255	255	1	32388	0	-1
7	88	12	14	1	63	255	255	255	1	32388	0	-1
7	89	12	14	1	63	255	255	255	1	32388	0	-1
7	90	12	14	1	63	255	255	255	1	32388	0	-1
7	91	12	14	1	63	255	0	255	1	32388	0	-1
7	92	12	14	1	63	200	0	0	1	32388	0	-1
7	93	12	14	1	63	0	128	255	1	32388	0	-1
7	94	12	14	1	63	128	0	255	1	32388	0	-1
7	95	12	14	1	63	0	153	51	1	32388	0	-1
7	96	12	14	1	63	255	255	255	1	32388	0	-1
7	97	12	14	1	63	153	38	0	1	32388	0	-1
7	98	12	14	1	63	51	0	0	1	32388	0	-1
7	99	12	14	1	63	255	255	102	1	32388	0	-1
7	100	12	14	1	63	51	26	0	1	32388	0	-1
7	101	12	14	1	63	0	102	204	1	32388	0	-1
7	102	12	14	1	63	204	204	255	1	32388	0	-1
7	103	12	14	1	63	255	0	0	1	32388	0	-1
7	104	12	14	1	63	255	153	255	1	32388	0	-1
7	105	12	14	1	63	255	255	255	1	32388	0	-1
7	106	12	14	1	63	255	255	255	1	32388	0	-1
7	107	12	14	1	63	255	255	153	1	32388	0	-1
7	108	12	14	1	63	128	32	0	1	32388	0	-1
7	109	12	14	1	63	0	0	0	1	32388	0	-1
7	110	12	14	1	63	102	0	51	1	32388	0	-1
7	111	12	14	1	63	102	0	0	1	32388	0	-1
7	112	12	14	1	63	77	0	102	1	32388	0	-1
7	113	12	14	1	63	102	153	153	1	32388	0	-1
7	114	12	14	1	63	204	51	255	1	32388	0	-1
7	115	12	14	1	63	102	140	103	1	32388	0	-1
7	116	12	14	1	63	255	0	0	1	32388	0	-1
7	117	12	14	1	63	255	102	102	1	32388	0	-1
7	118	12	14	1	63	179	102	255	1	32388	0	-1
7	119	12	14	1	63	255	179	102	1	32388	0	-1
7	120	12	14	1	63	255	0	64	1	32388	0	-1
7	121	12	14	1	63	255	255	0	1	32388	0	-1
7	122	12	14	1	63	255	255	255	1	32388	0	-1
7	123	12	14	1	63	0	51	51	1	32388	0	-1
7	124	12	14	1	63	0	128	255	1	32388	0	-1
7	125	12	14	1	63	51	0	0	1	32388	0	-1
7	126	12	14	1	63	51	89	204	1	32388	0	-1
7	127	12	14	1	63	102	255	255	1	32388	0	-1
7	128	12	14	1	63	102	0	0	1	32388	0	-1
7	129	12	14	1	63	107	77	0	1	32388	0	-1
7	130	12	14	1	63	102	0	51	1	32388	0	-1
7	131	12	14	1	63	51	0	0	1	32388	0	-1
